epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
761,8323.22,0.22758,0.22602,0.95234,0.99464,1,0.995,0.72745,0.96134,0.46123,2.30119,8.54962e-05,8.54962e-05,8.54962e-05
762,8334.09,0.22868,0.21203,0.92234,0.99451,1,0.995,0.73102,0.95337,0.46142,2.29269,8.29771e-05,8.29771e-05,8.29771e-05
763,8344.86,0.21789,0.23828,0.93849,0.99451,1,0.995,0.73102,0.95337,0.46142,2.29269,8.0458e-05,8.0458e-05,8.0458e-05
764,8355.66,0.22159,0.23385,0.92817,0.99453,1,0.995,0.73102,0.95301,0.45515,2.29127,7.79389e-05,7.79389e-05,7.79389e-05
765,8366.85,0.18535,0.19566,0.94066,0.99453,1,0.995,0.73102,0.95301,0.45515,2.29127,7.54198e-05,7.54198e-05,7.54198e-05
766,8377.57,0.22374,0.23161,0.9448,0.99434,1,0.995,0.73116,0.95813,0.45087,2.29958,7.29008e-05,7.29008e-05,7.29008e-05
767,8388.72,0.23017,0.22449,0.973,0.99434,1,0.995,0.73116,0.95813,0.45087,2.29958,7.03817e-05,7.03817e-05,7.03817e-05
768,8399.95,0.21372,0.18309,0.96846,0.99388,1,0.995,0.71557,0.95999,0.45345,2.30612,6.78626e-05,6.78626e-05,6.78626e-05
769,8410.54,0.21855,0.20864,0.95944,0.99388,1,0.995,0.71557,0.95999,0.45345,2.30612,6.53435e-05,6.53435e-05,6.53435e-05
770,8421.28,0.20916,0.2209,0.96425,0.99419,1,0.995,0.70307,0.97108,0.45202,2.31484,6.28244e-05,6.28244e-05,6.28244e-05
771,8432.24,0.25262,0.27914,1.01012,0.99419,1,0.995,0.70307,0.97108,0.45202,2.31484,6.03053e-05,6.03053e-05,6.03053e-05
772,8443.03,0.22942,0.23159,0.96987,0.99428,1,0.995,0.69765,0.97898,0.45623,2.32131,5.77863e-05,5.77863e-05,5.77863e-05
773,8454.06,0.2554,0.21867,0.98761,0.99428,1,0.995,0.69765,0.97898,0.45623,2.32131,5.52672e-05,5.52672e-05,5.52672e-05
774,8465.01,0.20795,0.23704,0.95743,0.99429,1,0.995,0.70292,0.98164,0.45976,2.32705,5.27481e-05,5.27481e-05,5.27481e-05
775,8475.69,0.25236,0.23248,0.92202,0.99429,1,0.995,0.70292,0.98164,0.45976,2.32705,5.0229e-05,5.0229e-05,5.0229e-05
776,8486.44,0.21419,0.1982,0.90251,0.99425,1,0.995,0.70284,0.98625,0.46162,2.33918,4.77099e-05,4.77099e-05,4.77099e-05
777,8497.52,0.27029,0.76488,1.04638,0.99425,1,0.995,0.70284,0.98625,0.46162,2.33918,4.51908e-05,4.51908e-05,4.51908e-05
778,8508.1,0.23373,0.80753,1.00595,0.99396,1,0.995,0.70244,0.97931,0.46418,2.32494,4.26718e-05,4.26718e-05,4.26718e-05
779,8518.92,0.2644,0.42765,1.06565,0.99396,1,0.995,0.70244,0.97931,0.46418,2.32494,4.01527e-05,4.01527e-05,4.01527e-05
780,8529.46,0.23056,0.51338,1.01036,0.99365,1,0.995,0.70372,0.97735,0.48018,2.3091,3.76336e-05,3.76336e-05,3.76336e-05
781,8540,0.18949,0.55232,0.96015,0.99365,1,0.995,0.70372,0.97735,0.48018,2.3091,3.51145e-05,3.51145e-05,3.51145e-05
782,8550.48,0.24539,0.69167,1.01834,0.99412,1,0.995,0.7036,0.97165,0.50939,2.29782,3.25954e-05,3.25954e-05,3.25954e-05
783,8561.26,0.23696,0.40755,1.04726,0.99412,1,0.995,0.7036,0.97165,0.50939,2.29782,3.00763e-05,3.00763e-05,3.00763e-05
784,8571.86,0.38066,0.38046,1.21274,0.99659,1,0.995,0.68855,0.95905,0.54148,2.27612,2.75573e-05,2.75573e-05,2.75573e-05
785,8582.69,0.30473,0.80332,1.07323,0.99659,1,0.995,0.68855,0.95905,0.54148,2.27612,2.50382e-05,2.50382e-05,2.50382e-05
786,8593.49,0.29947,0.456,1.07746,1,0.99148,0.995,0.6846,0.94202,0.57459,2.2523,2.25191e-05,2.25191e-05,2.25191e-05
